departure_jd,arrival_jd,departure_year,arrival_year,tof_days,c3_depart_km2s2,v_inf_depart_km_s,v_inf_arrive_km_s,dv_total_km_s
2461681.500,2462051.500,2027.7522,2028.7652,370.0,49.926,7.066,6.948,10.334
2461681.500,2462061.500,2027.7522,2028.7926,380.0,55.319,7.438,7.326,10.853
2461681.500,2462071.500,2027.7522,2028.8200,390.0,60.768,7.795,7.688,11.363
2461681.500,2462081.500,2027.7522,2028.8474,400.0,66.249,8.139,8.037,11.863
2461681.500,2462091.500,2027.7522,2028.8747,410.0,71.741,8.470,8.372,12.351
2461681.500,2462101.500,2027.7522,2028.9021,420.0,77.228,8.788,8.693,12.828
2461681.500,2462111.500,2027.7522,2028.9295,430.0,82.697,9.094,9.002,13.293
2461681.500,2462121.500,2027.7522,2028.9569,440.0,88.137,9.388,9.300,13.746
2461681.500,2462131.500,2027.7522,2028.9843,450.0,93.537,9.671,9.586,14.187
2461701.500,2461781.500,2027.8070,2028.0260,80.0,1837.946,42.871,42.852,76.229
2461701.500,2461791.500,2027.8070,2028.0534,90.0,1317.517,36.298,36.275,63.365
2461701.500,2461801.500,2027.8070,2028.0808,100.0,960.707,30.995,30.969,53.071
2461701.500,2461811.500,2027.8070,2028.1081,110.0,708.840,26.624,26.593,44.670
2461701.500,2461821.500,2027.8070,2028.1355,120.0,526.997,22.956,22.921,37.711
2461701.500,2461831.500,2027.8070,2028.1629,130.0,393.411,19.835,19.793,31.882
2461701.500,2461841.500,2027.8070,2028.1903,140.0,293.978,17.146,17.098,26.961
2461701.500,2461851.500,2027.8070,2028.2177,150.0,219.262,14.808,14.752,22.787
2461701.500,2461861.500,2027.8070,2028.2450,160.0,162.776,12.758,12.694,19.242
2461701.500,2461871.500,2027.8070,2028.2724,170.0,119.954,10.952,10.877,16.234
2461701.500,2461881.500,2027.8070,2028.2998,180.0,87.516,9.355,9.266,13.695
2461701.500,2461891.500,2027.8070,2028.3272,190.0,63.063,7.941,7.837,11.574
2461701.500,2461901.500,2027.8070,2028.3546,200.0,44.813,6.694,6.570,9.829
2461701.500,2461911.500,2027.8070,2028.3819,210.0,31.426,5.606,5.456,8.428
2461701.500,2461921.500,2027.8070,2028.4093,220.0,21.878,4.677,4.497,7.344
2461701.500,2461931.500,2027.8070,2028.4367,230.0,15.381,3.922,3.705,6.555
2461701.500,2461941.500,2027.8070,2028.4641,240.0,11.320,3.364,3.109,6.035
2461701.500,2461951.500,2027.8070,2028.4914,250.0,9.213,3.035,2.749,5.756
2461701.500,2461961.500,2027.8070,2028.5188,260.0,8.680,2.946,2.650,5.684
2461701.500,2461971.500,2027.8070,2028.5462,270.0,9.414,3.068,2.786,5.783
2461701.500,2461981.500,2027.8070,2028.5736,280.0,11.172,3.342,3.085,6.016
2461701.500,2461991.500,2027.8070,2028.6010,290.0,13.756,3.709,3.479,6.350
2461701.500,2462001.500,2027.8070,2028.6283,300.0,17.007,4.124,3.918,6.757
2461701.500,2462011.500,2027.8070,2028.6557,310.0,20.794,4.560,4.375,7.216
2461701.500,2462021.500,2027.8070,2028.6831,320.0,25.009,5.001,4.833,7.709
2461701.500,2462031.500,2027.8070,2028.7105,330.0,29.565,5.437,5.283,8.223
2461701.500,2462041.500,2027.8070,2028.7379,340.0,34.390,5.864,5.721,8.748
2461701.500,2462051.500,2027.8070,2028.7652,350.0,39.423,6.279,6.146,9.279
2461701.500,2462061.500,2027.8070,2028.7926,360.0,44.615,6.679,6.554,9.809
2461701.500,2462071.500,2027.8070,2028.8200,370.0,49.926,7.066,6.948,10.334
2461701.500,2462081.500,2027.8070,2028.8474,380.0,55.320,7.438,7.326,10.853
2461701.500,2462091.500,2027.8070,2028.8747,390.0,60.768,7.795,7.688,11.363
2461701.500,2462101.500,2027.8070,2028.9021,400.0,66.249,8.139,8.037,11.863
2461701.500,2462111.500,2027.8070,2028.9295,410.0,71.741,8.470,8.372,12.351
2461701.500,2462121.500,2027.8070,2028.9569,420.0,77.228,8.788,8.693,12.828
2461701.500,2462131.500,2027.8070,2028.9843,430.0,82.697,9.094,9.002,13.294
2461701.500,2462141.500,2027.8070,2029.0116,440.0,88.137,9.388,9.300,13.746
2461701.500,2462151.500,2027.8070,2029.0390,450.0,93.538,9.671,9.586,14.187
2461721.500,2461801.500,2027.8617,2028.0808,80.0,1837.945,42.871,42.852,76.228
2461721.500,2461811.500,2027.8617,2028.1081,90.0,1317.516,36.298,36.275,63.365
2461721.500,2461821.500,2027.8617,2028.1355,100.0,960.706,30.995,30.969,53.071
2461721.500,2461831.500,2027.8617,2028.1629,110.0,708.839,26.624,26.593,44.670
2461721.500,2461841.500,2027.8617,2028.1903,120.0,526.997,22.956,22.921,37.711
2461721.500,2461851.500,2027.8617,2028.2177,130.0,393.411,19.835,19.793,31.882
2461721.500,2461861.500,2027.8617,2028.2450,140.0,293.978,17.146,17.098,26.961
2461721.500,2461871.500,2027.8617,2028.2724,150.0,219.262,14.807,14.752,22.787
2461721.500,2461881.500,2027.8617,2028.2998,160.0,162.776,12.758,12.694,19.242
2461721.500,2461891.500,2027.8617,2028.3272,170.0,119.954,10.952,10.877,16.234
2461721.500,2461901.500,2027.8617,2028.3546,180.0,87.516,9.355,9.266,13.695
2461721.500,2461911.500,2027.8617,2028.3819,190.0,63.063,7.941,7.836,11.574
2461721.500,2461921.500,2027.8617,2028.4093,200.0,44.813,6.694,6.570,9.829
2461721.500,2461931.500,2027.8617,2028.4367,210.0,31.426,5.606,5.456,8.428
2461721.500,2461941.500,2027.8617,2028.4641,220.0,21.878,4.677,4.497,7.344
2461721.500,2461951.500,2027.8617,2028.4914,230.0,15.380,3.922,3.705,6.555
2461721.500,2461961.500,2027.8617,2028.5188,240.0,11.320,3.364,3.109,6.035
2461721.500,2461971.500,2027.8617,2028.5462,250.0,9.213,3.035,2.749,5.756
2461721.500,2461981.500,2027.8617,2028.5736,260.0,8.680,2.946,2.650,5.684
2461721.500,2461991.500,2027.8617,2028.6010,270.0,9.414,3.068,2.786,5.783
2461721.500,2462001.500,2027.8617,2028.6283,280.0,11.172,3.342,3.085,6.016
2461721.500,2462011.500,2027.8617,2028.6557,290.0,13.756,3.709,3.479,6.350
2461721.500,2462021.500,2027.8617,2028.6831,300.0,17.007,4.124,3.918,6.757
2461721.500,2462031.500,2027.8617,2028.7105,310.0,20.794,4.560,4.375,7.216
2461721.500,2462041.500,2027.8617,2028.7379,320.0,25.009,5.001,4.833,7.709
2461721.500,2462051.500,2027.8617,2028.7652,330.0,29.565,5.437,5.283,8.223
2461721.500,2462061.500,2027.8617,2028.7926,340.0,34.390,5.864,5.721,8.748
2461721.500,2462071.500,2027.8617,2028.8200,350.0,39.423,6.279,6.146,9.279
2461721.500,2462081.500,2027.8617,2028.8474,360.0,44.616,6.680,6.554,9.809
2461721.500,2462091.500,2027.8617,2028.8747,370.0,49.926,7.066,6.948,10.335
2461721.500,2462101.500,2027.8617,2028.9021,380.0,55.320,7.438,7.326,10.853
2461721.500,2462111.500,2027.8617,2028.9295,390.0,60.769,7.795,7.688,11.363
2461721.500,2462121.500,2027.8617,2028.9569,400.0,66.249,8.139,8.037,11.863
2461721.500,2462131.500,2027.8617,2028.9843,410.0,71.741,8.470,8.372,12.351
2461721.500,2462141.500,2027.8617,2029.0116,420.0,77.229,8.788,8.693,12.828
2461721.500,2462151.500,2027.8617,2029.0390,430.0,82.698,9.094,9.002,13.294
2461721.500,2462161.500,2027.8617,2029.0664,440.0,88.137,9.388,9.300,13.746
2461721.500,2462171.500,2027.8617,2029.0938,450.0,93.538,9.671,9.586,14.187
2461741.500,2461821.500,2027.9165,2028.1355,80.0,1837.943,42.871,42.852,76.228
2461741.500,2461831.500,2027.9165,2028.1629,90.0,1317.515,36.298,36.275,63.365
2461741.500,2461841.500,2027.9165,2028.1903,100.0,960.705,30.995,30.969,53.071
2461741.500,2461851.500,2027.9165,2028.2177,110.0,708.838,26.624,26.593,44.670
2461741.500,2461861.500,2027.9165,2028.2450,120.0,526.996,22.956,22.921,37.711
2461741.500,2461871.500,2027.9165,2028.2724,130.0,393.410,19.835,19.793,31.882
2461741.500,2461881.500,2027.9165,2028.2998,140.0,293.977,17.146,17.098,26.961
2461741.500,2461891.500,2027.9165,2028.3272,150.0,219.261,14.807,14.752,22.787
2461741.500,2461901.500,2027.9165,2028.3546,160.0,162.776,12.758,12.694,19.242
2461741.500,2461911.500,2027.9165,2028.3819,170.0,119.954,10.952,10.877,16.234
2461741.500,2461921.500,2027.9165,2028.4093,180.0,87.515,9.355,9.266,13.695
2461741.500,2461931.500,2027.9165,2028.4367,190.0,63.062,7.941,7.836,11.574
2461741.500,2461941.500,2027.9165,2028.4641,200.0,44.813,6.694,6.570,9.829
2461741.500,2461951.500,2027.9165,2028.4914,210.0,31.426,5.606,5.456,8.428
2461741.500,2461961.500,2027.9165,2028.5188,220.0,21.878,4.677,4.497,7.344
2461741.500,2461971.500,2027.9165,2028.5462,230.0,15.380,3.922,3.705,6.555
2461741.500,2461981.500,2027.9165,2028.5736,240.0,11.320,3.364,3.109,6.035
2461741.500,2461991.500,2027.9165,2028.6010,250.0,9.213,3.035,2.749,5.756
2461741.500,2462001.500,2027.9165,2028.6283,260.0,8.680,2.946,2.650,5.684
2461741.500,2462011.500,2027.9165,2028.6557,270.0,9.414,3.068,2.786,5.783
2461741.500,2462021.500,2027.9165,2028.6831,280.0,11.172,3.342,3.085,6.016
2461741.500,2462031.500,2027.9165,2028.7105,290.0,13.757,3.709,3.479,6.350
2461741.500,2462041.500,2027.9165,2028.7379,300.0,17.007,4.124,3.918,6.757
2461741.500,2462051.500,2027.9165,2028.7652,310.0,20.794,4.560,4.375,7.216
2461741.500,2462061.500,2027.9165,2028.7926,320.0,25.009,5.001,4.833,7.709
2461741.500,2462071.500,2027.9165,2028.8200,330.0,29.565,5.437,5.283,8.223
2461741.500,2462081.500,2027.9165,2028.8474,340.0,34.390,5.864,5.721,8.748
2461741.500,2462091.500,2027.9165,2028.8747,350.0,39.423,6.279,6.146,9.279
2461741.500,2462101.500,2027.9165,2028.9021,360.0,44.616,6.680,6.554,9.809
2461741.500,2462111.500,2027.9165,2028.9295,370.0,49.926,7.066,6.948,10.335
2461741.500,2462121.500,2027.9165,2028.9569,380.0,55.320,7.438,7.326,10.853
2461741.500,2462131.500,2027.9165,2028.9843,390.0,60.769,7.795,7.688,11.363
2461741.500,2462141.500,2027.9165,2029.0116,400.0,66.249,8.139,8.037,11.863
2461741.500,2462151.500,2027.9165,2029.0390,410.0,71.742,8.470,8.372,12.351
2461741.500,2462161.500,2027.9165,2029.0664,420.0,77.229,8.788,8.693,12.828
2461741.500,2462171.500,2027.9165,2029.0938,430.0,82.698,9.094,9.002,13.294
2461741.500,2462181.500,2027.9165,2029.1211,440.0,88.138,9.388,9.300,13.747
2461741.500,2462191.500,2027.9165,2029.1485,450.0,93.538,9.672,9.586,14.187
2461761.500,2461841.500,2027.9713,2028.1903,80.0,1837.942,42.871,42.852,76.228
2461761.500,2461851.500,2027.9713,2028.2177,90.0,1317.514,36.298,36.275,63.365
2461761.500,2461861.500,2027.9713,2028.2450,100.0,960.704,30.995,30.969,53.071
2461761.500,2461871.500,2027.9713,2028.2724,110.0,708.837,26.624,26.593,44.670
2461761.500,2461881.500,2027.9713,2028.2998,120.0,526.995,22.956,22.921,37.711
2461761.500,2461891.500,2027.9713,2028.3272,130.0,393.409,19.835,19.793,31.882
2461761.500,2461901.500,2027.9713,2028.3546,140.0,293.976,17.146,17.098,26.961
2461761.500,2461911.500,2027.9713,2028.3819,150.0,219.261,14.807,14.752,22.787
2461761.500,2461921.500,2027.9713,2028.4093,160.0,162.775,12.758,12.694,19.242
2461761.500,2461931.500,2027.9713,2028.4367,170.0,119.953,10.952,10.877,16.234
2461761.500,2461941.500,2027.9713,2028.4641,180.0,87.515,9.355,9.266,13.695
2461761.500,2461951.500,2027.9713,2028.4914,190.0,63.062,7.941,7.836,11.574
2461761.500,2461961.500,2027.9713,2028.5188,200.0,44.813,6.694,6.570,9.829
2461761.500,2461971.500,2027.9713,2028.5462,210.0,31.426,5.606,5.456,8.428
2461761.500,2461981.500,2027.9713,2028.5736,220.0,21.878,4.677,4.497,7.344
2461761.500,2461991.500,2027.9713,2028.6010,230.0,15.380,3.922,3.705,6.555
2461761.500,2462001.500,2027.9713,2028.6283,240.0,11.320,3.364,3.109,6.035
2461761.500,2462011.500,2027.9713,2028.6557,250.0,9.213,3.035,2.749,5.756
2461761.500,2462021.500,2027.9713,2028.6831,260.0,8.680,2.946,2.650,5.684
2461761.500,2462031.500,2027.9713,2028.7105,270.0,9.414,3.068,2.786,5.783
2461761.500,2462041.500,2027.9713,2028.7379,280.0,11.172,3.342,3.085,6.016
2461761.500,2462051.500,2027.9713,2028.7652,290.0,13.757,3.709,3.479,6.350
2461761.500,2462061.500,2027.9713,2028.7926,300.0,17.007,4.124,3.918,6.757
2461761.500,2462071.500,2027.9713,2028.8200,310.0,20.794,4.560,4.375,7.216
2461761.500,2462081.500,2027.9713,2028.8474,320.0,25.009,5.001,4.833,7.709
2461761.500,2462091.500,2027.9713,2028.8747,330.0,29.565,5.437,5.283,8.223
2461761.500,2462101.500,2027.9713,2028.9021,340.0,34.390,5.864,5.721,8.748
2461761.500,2462111.500,2027.9713,2028.9295,350.0,39.424,6.279,6.146,9.279
2461761.500,2462121.500,2027.9713,2028.9569,360.0,44.616,6.680,6.554,9.809
2461761.500,2462131.500,2027.9713,2028.9843,370.0,49.926,7.066,6.948,10.335
2461761.500,2462141.500,2027.9713,2029.0116,380.0,55.320,7.438,7.326,10.853
2461761.500,2462151.500,2027.9713,2029.0390,390.0,60.769,7.795,7.689,11.363
2461761.500,2462161.500,2027.9713,2029.0664,400.0,66.250,8.139,8.037,11.863
2461761.500,2462171.500,2027.9713,2029.0938,410.0,71.742,8.470,8.372,12.352
2461761.500,2462181.500,2027.9713,2029.1211,420.0,77.229,8.788,8.693,12.829
2461761.500,2462191.500,2027.9713,2029.1485,430.0,82.698,9.094,9.002,13.294
2461761.500,2462201.500,2027.9713,2029.1759,440.0,88.138,9.388,9.300,13.747
2461761.500,2462211.500,2027.9713,2029.2033,450.0,93.539,9.672,9.586,14.187
2461781.500,2461861.500,2028.0260,2028.2450,80.0,1837.940,42.871,42.852,76.228
2461781.500,2461871.500,2028.0260,2028.2724,90.0,1317.512,36.298,36.275,63.365
2461781.500,2461881.500,2028.0260,2028.2998,100.0,960.703,30.995,30.969,53.071
2461781.500,2461891.500,2028.0260,2028.3272,110.0,708.836,26.624,26.593,44.670
2461781.500,2461901.500,2028.0260,2028.3546,120.0,526.994,22.956,22.921,37.711
2461781.500,2461911.500,2028.0260,2028.3819,130.0,393.409,19.835,19.793,31.882
2461781.500,2461921.500,2028.0260,2028.4093,140.0,293.976,17.146,17.098,26.961
2461781.500,2461931.500,2028.0260,2028.4367,150.0,219.260,14.807,14.752,22.787
2461781.500,2461941.500,2028.0260,2028.4641,160.0,162.775,12.758,12.694,19.242
2461781.500,2461951.500,2028.0260,2028.4914,170.0,119.953,10.952,10.877,16.234
2461781.500,2461961.500,2028.0260,2028.5188,180.0,87.515,9.355,9.266,13.695
2461781.500,2461971.500,2028.0260,2028.5462,190.0,63.062,7.941,7.836,11.574
2461781.500,2461981.500,2028.0260,2028.5736,200.0,44.813,6.694,6.570,9.829
2461781.500,2461991.500,2028.0260,2028.6010,210.0,31.425,5.606,5.456,8.428
2461781.500,2462001.500,2028.0260,2028.6283,220.0,21.878,4.677,4.497,7.344
2461781.500,2462011.500,2028.0260,2028.6557,230.0,15.380,3.922,3.705,6.555
2461781.500,2462021.500,2028.0260,2028.6831,240.0,11.319,3.364,3.109,6.035
2461781.500,2462031.500,2028.0260,2028.7105,250.0,9.213,3.035,2.749,5.756
2461781.500,2462041.500,2028.0260,2028.7379,260.0,8.680,2.946,2.650,5.684
2461781.500,2462051.500,2028.0260,2028.7652,270.0,9.414,3.068,2.786,5.783
2461781.500,2462061.500,2028.0260,2028.7926,280.0,11.172,3.342,3.085,6.016
2461781.500,2462071.500,2028.0260,2028.8200,290.0,13.757,3.709,3.479,6.350
2461781.500,2462081.500,2028.0260,2028.8474,300.0,17.008,4.124,3.918,6.757
2461781.500,2462091.500,2028.0260,2028.8747,310.0,20.794,4.560,4.375,7.216
2461781.500,2462101.500,2028.0260,2028.9021,320.0,25.009,5.001,4.833,7.709
2461781.500,2462111.500,2028.0260,2028.9295,330.0,29.566,5.437,5.283,8.223
2461781.500,2462121.500,2028.0260,2028.9569,340.0,34.390,5.864,5.721,8.748
2461781.500,2462131.500,2028.0260,2028.9843,350.0,39.424,6.279,6.146,9.279
2461781.500,2462141.500,2028.0260,2029.0116,360.0,44.616,6.680,6.554,9.809
2461781.500,2462151.500,2028.0260,2029.0390,370.0,49.927,7.066,6.948,10.335
2461781.500,2462161.500,2028.0260,2029.0664,380.0,55.321,7.438,7.326,10.853
2461781.500,2462171.500,2028.0260,2029.0938,390.0,60.770,7.795,7.689,11.363
2461781.500,2462181.500,2028.0260,2029.1211,400.0,66.250,8.139,8.037,11.863
2461781.500,2462191.500,2028.0260,2029.1485,410.0,71.742,8.470,8.372,12.352
2461781.500,2462201.500,2028.0260,2029.1759,420.0,77.230,8.788,8.693,12.829
2461781.500,2462211.500,2028.0260,2029.2033,430.0,82.699,9.094,9.002,13.294
2461781.500,2462221.500,2028.0260,2029.2307,440.0,88.138,9.388,9.300,13.747
2461781.500,2462231.500,2028.0260,2029.2580,450.0,93.539,9.672,9.586,14.187
2461801.500,2461881.500,2028.0808,2028.2998,80.0,1837.939,42.871,42.852,76.228
2461801.500,2461891.500,2028.0808,2028.3272,90.0,1317.511,36.298,36.275,63.365
2461801.500,2461901.500,2028.0808,2028.3546,100.0,960.702,30.995,30.969,53.071
2461801.500,2461911.500,2028.0808,2028.3819,110.0,708.835,26.624,26.593,44.670
2461801.500,2461921.500,2028.0808,2028.4093,120.0,526.994,22.956,22.921,37.711
2461801.500,2461931.500,2028.0808,2028.4367,130.0,393.408,19.835,19.793,31.882
2461801.500,2461941.500,2028.0808,2028.4641,140.0,293.975,17.146,17.098,26.961
2461801.500,2461951.500,2028.0808,2028.4914,150.0,219.260,14.807,14.752,22.787
2461801.500,2461961.500,2028.0808,2028.5188,160.0,162.774,12.758,12.694,19.241
2461801.500,2461971.500,2028.0808,2028.5462,170.0,119.953,10.952,10.877,16.234
2461801.500,2461981.500,2028.0808,2028.5736,180.0,87.515,9.355,9.266,13.695
2461801.500,2461991.500,2028.0808,2028.6010,190.0,63.062,7.941,7.836,11.574
2461801.500,2462001.500,2028.0808,2028.6283,200.0,44.812,6.694,6.570,9.829
2461801.500,2462011.500,2028.0808,2028.6557,210.0,31.425,5.606,5.456,8.428
2461801.500,2462021.500,2028.0808,2028.6831,220.0,21.877,4.677,4.497,7.344
2461801.500,2462031.500,2028.0808,2028.7105,230.0,15.380,3.922,3.705,6.555
2461801.500,2462041.500,2028.0808,2028.7379,240.0,11.319,3.364,3.109,6.035
2461801.500,2462051.500,2028.0808,2028.7652,250.0,9.213,3.035,2.749,5.756
2461801.500,2462061.500,2028.0808,2028.7926,260.0,8.680,2.946,2.650,5.684
2461801.500,2462071.500,2028.0808,2028.8200,270.0,9.414,3.068,2.786,5.783
2461801.500,2462081.500,2028.0808,2028.8474,280.0,11.172,3.342,3.085,6.016
2461801.500,2462091.500,2028.0808,2028.8747,290.0,13.757,3.709,3.479,6.350
2461801.500,2462101.500,2028.0808,2028.9021,300.0,17.008,4.124,3.918,6.757
2461801.500,2462111.500,2028.0808,2028.9295,310.0,20.794,4.560,4.375,7.216
2461801.500,2462121.500,2028.0808,2028.9569,320.0,25.010,5.001,4.833,7.709
2461801.500,2462131.500,2028.0808,2028.9843,330.0,29.566,5.437,5.283,8.223
2461801.500,2462141.500,2028.0808,2029.0116,340.0,34.391,5.864,5.721,8.748
2461801.500,2462151.500,2028.0808,2029.0390,350.0,39.424,6.279,6.146,9.279
2461801.500,2462161.500,2028.0808,2029.0664,360.0,44.617,6.680,6.554,9.809
2461801.500,2462171.500,2028.0808,2029.0938,370.0,49.927,7.066,6.948,10.335
2461801.500,2462181.500,2028.0808,2029.1211,380.0,55.321,7.438,7.326,10.853
2461801.500,2462191.500,2028.0808,2029.1485,390.0,60.770,7.795,7.689,11.363
2461801.500,2462201.500,2028.0808,2029.1759,400.0,66.250,8.139,8.037,11.863
2461801.500,2462211.500,2028.0808,2029.2033,410.0,71.742,8.470,8.372,12.352
2461801.500,2462221.500,2028.0808,2029.2307,420.0,77.230,8.788,8.693,12.829
2461801.500,2462231.500,2028.0808,2029.2580,430.0,82.699,9.094,9.002,13.294
2461801.500,2462241.500,2028.0808,2029.2854,440.0,88.139,9.388,9.300,13.747
2461801.500,2462251.500,2028.0808,2029.3128,450.0,93.539,9.672,9.586,14.187
2461821.500,2461901.500,2028.1355,2028.3546,80.0,1837.937,42.871,42.852,76.228
2461821.500,2461911.500,2028.1355,2028.3819,90.0,1317.510,36.298,36.275,63.365
2461821.500,2461921.500,2028.1355,2028.4093,100.0,960.701,30.995,30.969,53.071
2461821.500,2461931.500,2028.1355,2028.4367,110.0,708.834,26.624,26.593,44.670
2461821.500,2461941.500,2028.1355,2028.4641,120.0,526.993,22.956,22.921,37.711
2461821.500,2461951.500,2028.1355,2028.4914,130.0,393.407,19.835,19.793,31.882
2461821.500,2461961.500,2028.1355,2028.5188,140.0,293.975,17.146,17.098,26.961
2461821.500,2461971.500,2028.1355,2028.5462,150.0,219.259,14.807,14.752,22.787
2461821.500,2461981.500,2028.1355,2028.5736,160.0,162.774,12.758,12.694,19.241
2461821.500,2461991.500,2028.1355,2028.6010,170.0,119.952,10.952,10.877,16.234
2461821.500,2462001.500,2028.1355,2028.6283,180.0,87.514,9.355,9.266,13.695
2461821.500,2462011.500,2028.1355,2028.6557,190.0,63.061,7.941,7.836,11.574
2461821.500,2462021.500,2028.1355,2028.6831,200.0,44.812,6.694,6.570,9.829
2461821.500,2462031.500,2028.1355,2028.7105,210.0,31.425,5.606,5.456,8.428
2461821.500,2462041.500,2028.1355,2028.7379,220.0,21.877,4.677,4.497,7.344
2461821.500,2462051.500,2028.1355,2028.7652,230.0,15.380,3.922,3.705,6.555
2461821.500,2462061.500,2028.1355,2028.7926,240.0,11.319,3.364,3.109,6.035
2461821.500,2462071.500,2028.1355,2028.8200,250.0,9.213,3.035,2.749,5.756
2461821.500,2462081.500,2028.1355,2028.8474,260.0,8.680,2.946,2.650,5.684
2461821.500,2462091.500,2028.1355,2028.8747,270.0,9.414,3.068,2.786,5.783
2461821.500,2462101.500,2028.1355,2028.9021,280.0,11.172,3.342,3.085,6.016
2461821.500,2462111.500,2028.1355,2028.9295,290.0,13.757,3.709,3.479,6.350
2461821.500,2462121.500,2028.1355,2028.9569,300.0,17.008,4.124,3.918,6.757
2461821.500,2462131.500,2028.1355,2028.9843,310.0,20.794,4.560,4.375,7.216
2461821.500,2462141.500,2028.1355,2029.0116,320.0,25.010,5.001,4.833,7.709
2461821.500,2462151.500,2028.1355,2029.0390,330.0,29.566,5.437,5.283,8.223
2461821.500,2462161.500,2028.1355,2029.0664,340.0,34.391,5.864,5.721,8.748
2461821.500,2462171.500,2028.1355,2029.0938,350.0,39.424,6.279,6.146,9.279
2461821.500,2462181.500,2028.1355,2029.1211,360.0,44.617,6.680,6.554,9.809
2461821.500,2462191.500,2028.1355,2029.1485,370.0,49.927,7.066,6.948,10.335
2461821.500,2462201.500,2028.1355,2029.1759,380.0,55.321,7.438,7.326,10.853
2461821.500,2462211.500,2028.1355,2029.2033,390.0,60.770,7.796,7.689,11.363
2461821.500,2462221.500,2028.1355,2029.2307,400.0,66.250,8.139,8.037,11.863
